step,loss,mean_fvu,dead_features,dead_pct,lr,grad_norm,acts_active_frac,decoder_norm_mean,decoder_norm_std
0,151.32058715820312,1.1106350421905518,0,0.0,0.0003,82.5,0.49918755888938904,0.0,0.0
1,151.7242889404297,1.1227285861968994,0,0.0,0.0003,82.5,0.4991597533226013,0.00814363919198513,0.0008193194516934454
2,71951.71875,531.39501953125,0,0.0,0.0003,34048.0,0.5048635601997375,0.9878208041191101,0.09557345509529114
3,70039.8046875,518.6510009765625,0,0.0,0.0003,33280.0,0.4955984354019165,0.9920270442962646,0.07015012949705124
4,68896.0,510.5884704589844,0,0.0,0.0003,33024.0,0.4866606891155243,0.9947061538696289,0.0626649409532547
5,65513.4921875,492.63592529296875,0,0.0,0.0003,31744.0,0.47105783224105835,0.9948515295982361,0.05950896069407463
6,64406.390625,474.73431396484375,0,0.0,0.0003,31744.0,0.4539336562156677,0.9954481720924377,0.055420681834220886
7,62221.4453125,460.87432861328125,0,0.0,0.0003,30976.0,0.43755918741226196,0.9960395097732544,0.052342116832733154
8,60409.515625,444.2286071777344,0,0.0,0.0003,30464.0,0.42130136489868164,0.9958087801933289,0.05044753849506378
9,58027.578125,430.9812927246094,0,0.0,0.0003,29568.0,0.40538695454597473,0.9965556859970093,0.05009252950549126
10,55528.546875,417.2779541015625,0,0.0,0.0003,28672.0,0.38978949189186096,0.996234655380249,0.048715297132730484
11,54832.8984375,402.814697265625,0,0.0,0.0003,28672.0,0.37500643730163574,0.9964199662208557,0.047540318220853806
12,52545.33984375,390.86199951171875,0,0.0,0.0003,27776.0,0.3612043559551239,0.9968510270118713,0.04674915969371796
13,51136.9765625,378.62066650390625,0,0.0,0.0003,27392.0,0.3459087014198303,0.9967558979988098,0.04510529711842537
14,49498.83984375,367.0357666015625,0,0.0,0.0003,26752.0,0.3331596553325653,0.9968873858451843,0.04390393942594528
15,48198.3203125,355.56671142578125,0,0.0,0.0003,26368.0,0.3220248818397522,0.9971891641616821,0.043290380388498306
16,46336.234375,345.435791015625,0,0.0,0.0003,25600.0,0.3117326498031616,0.997028112411499,0.04316027835011482
17,45501.6484375,334.8065490722656,0,0.0,0.0003,25344.0,0.303353875875473,0.9971423745155334,0.04277805611491203
18,43793.390625,324.6934814453125,0,0.0,0.0003,24576.0,0.291267991065979,0.9973098039627075,0.04150975123047829
19,42296.8671875,315.60272216796875,0,0.0,0.0003,23936.0,0.28468865156173706,0.99739670753479,0.04032113030552864
20,41450.20703125,306.7153015136719,35,0.0015190972222222222,0.0003,23680.0,0.2764829993247986,0.9974987506866455,0.04005751013755798
21,40202.32421875,296.7028503417969,36,0.0015625,0.0003,23296.0,0.2645167112350464,0.9975183606147766,0.03963970020413399
22,38958.40625,288.7821044921875,35,0.0015190972222222222,0.0003,22784.0,0.26041242480278015,0.9976779818534851,0.03909192606806755
23,37649.84375,280.5199279785156,36,0.0015625,0.0003,22144.0,0.25367704033851624,0.9976325631141663,0.038531094789505005
24,36637.2578125,272.78997802734375,35,0.0015190972222222222,0.0003,21760.0,0.24738796055316925,0.9979450702667236,0.03753289952874184
25,35375.2109375,264.208251953125,39,0.0016927083333333334,0.0003,21120.0,0.24234840273857117,0.9979696869850159,0.03727054223418236
26,34312.2421875,256.14093017578125,41,0.0017795138888888889,0.0003,20736.0,0.2306939959526062,0.9980247020721436,0.03681838884949684
27,33487.12890625,249.29562377929688,40,0.001736111111111111,0.0003,20480.0,0.2296174019575119,0.998216450214386,0.03669976070523262
28,32721.130859375,241.20628356933594,39,0.0016927083333333334,0.0003,20224.0,0.22377438843250275,0.9982487559318542,0.03669623285531998
29,31843.85546875,234.40142822265625,39,0.0016927083333333334,0.0003,19840.0,0.21810388565063477,0.9983636140823364,0.036220625042915344
30,30594.435546875,227.2115478515625,41,0.0017795138888888889,0.0003,19200.0,0.21260114014148712,0.9984984993934631,0.03562198579311371
31,29682.912109375,221.56109619140625,43,0.0018663194444444445,0.0003,18688.0,0.21163016557693481,0.9985087513923645,0.0355057418346405
32,29034.623046875,214.35043334960938,44,0.0019097222222222222,0.0003,18560.0,0.20887316763401031,0.9985138177871704,0.03549812734127045
33,28126.927734375,207.77169799804688,41,0.0017795138888888889,0.0003,18048.0,0.20358039438724518,0.9985219836235046,0.03499240428209305
34,26868.5625,202.31610107421875,39,0.0016927083333333334,0.0003,17408.0,0.1999296396970749,0.9985625743865967,0.0343749038875103
35,26633.271484375,195.4624481201172,38,0.0016493055555555556,0.0003,17408.0,0.19965235888957977,0.998533308506012,0.03425683453679085
36,25657.203125,189.81109619140625,37,0.0016059027777777777,0.0003,16896.0,0.19758708775043488,0.9985822439193726,0.03372965753078461
37,24867.625,184.1129150390625,37,0.0016059027777777777,0.0003,16512.0,0.19043715298175812,0.9986119866371155,0.0336204431951046
38,24193.3046875,177.87030029296875,39,0.0016927083333333334,0.0003,16256.0,0.18677012622356415,0.9986615180969238,0.03308183699846268
39,23580.09765625,172.80813598632812,39,0.0016927083333333334,0.0003,16000.0,0.18448224663734436,0.998674213886261,0.03297535702586174
40,22499.599609375,167.6405792236328,40,0.001736111111111111,0.0003,15360.0,0.18036016821861267,0.9986903071403503,0.032975517213344574
41,22041.708984375,163.62155151367188,40,0.001736111111111111,0.0003,15104.0,0.18624962866306305,0.9986943006515503,0.03297681733965874
42,21279.005859375,158.13429260253906,41,0.0017795138888888889,0.0003,14784.0,0.17554092407226562,0.9987128376960754,0.03295806050300598
43,20753.02734375,153.92532348632812,39,0.0016927083333333334,0.0003,14528.0,0.17774751782417297,0.998798131942749,0.031229324638843536
44,20205.72265625,149.01687622070312,37,0.0016059027777777777,0.0003,14272.0,0.17611227929592133,0.9988644123077393,0.030939549207687378
45,19587.0703125,144.6220703125,38,0.0016493055555555556,0.0003,13952.0,0.1758795827627182,0.9988888502120972,0.030325962230563164
46,18937.61328125,140.43087768554688,37,0.0016059027777777777,0.0003,13568.0,0.16913749277591705,0.998913586139679,0.030238259583711624
47,18388.763671875,137.66378784179688,38,0.0016493055555555556,0.0003,13248.0,0.17093251645565033,0.9989217519760132,0.030237022787332535
48,18067.974609375,133.40875244140625,39,0.0016927083333333334,0.0003,13120.0,0.16955982148647308,0.9989535808563232,0.030239317566156387
49,17586.833984375,129.39328002929688,35,0.0015190972222222222,0.0003,12864.0,0.17167477309703827,0.9989396929740906,0.03023681789636612
50,16987.740234375,125.97779846191406,36,0.0015625,0.0003,12480.0,0.16970638930797577,0.9989724159240723,0.030231229960918427
51,16625.25390625,122.28236389160156,36,0.0015625,0.0003,12352.0,0.16614414751529694,0.9989983439445496,0.02958986721932888
52,16064.583984375,119.31206512451172,33,0.0014322916666666666,0.0003,11968.0,0.1668757200241089,0.9990317821502686,0.029513966292142868
53,15705.892578125,115.88854217529297,33,0.0014322916666666666,0.0003,11776.0,0.16849637031555176,0.9990170001983643,0.029513275250792503
54,15249.109375,112.68404388427734,37,0.0016059027777777777,0.0003,11520.0,0.16830715537071228,0.9990419149398804,0.02951442450284958
55,14797.0458984375,109.45952606201172,37,0.0016059027777777777,0.0003,11264.0,0.16330024600028992,0.9990361928939819,0.029513435438275337
56,14329.2060546875,106.8177490234375,38,0.0016493055555555556,0.0003,11008.0,0.1645822376012802,0.9990726113319397,0.029506249353289604
57,13991.8935546875,103.27147674560547,36,0.0015625,0.0003,10816.0,0.16243676841259003,0.9990921020507812,0.028836829587817192
58,13469.591796875,100.10274505615234,38,0.0016493055555555556,0.0003,10496.0,0.15934541821479797,0.9991211891174316,0.028770912438631058
59,13209.939453125,97.33050537109375,37,0.0016059027777777777,0.0003,10368.0,0.15776427090168,0.9991300106048584,0.028762226924300194
60,12722.77734375,94.32048034667969,37,0.0016059027777777777,0.0003,10112.0,0.15707135200500488,0.9991617798805237,0.028073541820049286
61,12430.8701171875,92.01663208007812,35,0.0015190972222222222,0.0003,9920.0,0.1544005572795868,0.999198853969574,0.02800813317298889
62,12063.330078125,89.19425964355469,35,0.0015190972222222222,0.0003,9728.0,0.1589079201221466,0.9991986155509949,0.028001002967357635
63,11645.3740234375,86.51036071777344,33,0.0014322916666666666,0.0003,9472.0,0.1525338888168335,0.9992353916168213,0.027338678017258644
64,11297.7255859375,84.24632263183594,34,0.0014756944444444444,0.0003,9216.0,0.15619100630283356,0.999250054359436,0.027223343029618263
65,10873.48046875,82.12399291992188,36,0.0015625,0.0003,8896.0,0.15352292358875275,0.9992566108703613,0.02721383050084114
66,10711.9677734375,79.14724731445312,36,0.0015625,0.0003,8896.0,0.15417031943798065,0.9992896318435669,0.026486441493034363
67,10434.748046875,76.6065673828125,36,0.0015625,0.0003,8704.0,0.1530771106481552,0.9993375539779663,0.025657672435045242
68,10120.99609375,74.66295623779297,37,0.0016059027777777777,0.0003,8512.0,0.15313585102558136,0.9993501901626587,0.025581220164895058
69,9796.8095703125,72.3951644897461,36,0.0015625,0.0003,8320.0,0.1491103321313858,0.9993319511413574,0.02557961270213127
70,9633.072265625,70.6435317993164,40,0.001736111111111111,0.0003,8256.0,0.1495169848203659,0.999359130859375,0.025580905377864838
71,9175.33984375,68.70721435546875,39,0.0016927083333333334,0.0003,7872.0,0.14861272275447845,0.9993670582771301,0.02557607926428318
72,9025.34375,66.1969985961914,40,0.001736111111111111,0.0003,7840.0,0.15124444663524628,0.9993880391120911,0.025056075304746628
73,8714.0390625,64.78526306152344,41,0.0017795138888888889,0.0003,7584.0,0.1517789214849472,0.9994110465049744,0.024719340726733208
74,8461.712890625,62.99717712402344,45,0.001953125,0.0003,7424.0,0.14976459741592407,0.9994071125984192,0.02471957914531231
75,8272.2822265625,60.78716278076172,43,0.0018663194444444445,0.0003,7328.0,0.1499534696340561,0.9993982911109924,0.024720387533307076
76,7971.10546875,59.03499984741211,41,0.0017795138888888889,0.0003,7104.0,0.14906005561351776,0.9993811249732971,0.024722067639231682
77,7770.04443359375,57.80963134765625,41,0.0017795138888888889,0.0003,6976.0,0.15331421792507172,0.9993637204170227,0.024713432416319847
78,7547.5244140625,55.603492736816406,40,0.001736111111111111,0.0003,6848.0,0.1466531604528427,0.9993871450424194,0.023868491873145103
79,7310.60498046875,54.40217208862305,40,0.001736111111111111,0.0003,6656.0,0.14919154345989227,0.9994435906410217,0.022951750084757805
80,7134.662109375,52.75944137573242,40,0.001736111111111111,0.0003,6560.0,0.14763319492340088,0.9994288086891174,0.02290487103164196
81,6904.19677734375,51.50950241088867,39,0.0016927083333333334,0.0003,6368.0,0.14945119619369507,0.9994505643844604,0.02290453389286995
82,6751.77099609375,49.971824645996094,36,0.0015625,0.0003,6272.0,0.15021277964115143,0.9994373321533203,0.02290439046919346
83,6620.5078125,48.49626922607422,36,0.0015625,0.0003,6208.0,0.145069882273674,0.9994354248046875,0.022904932498931885
84,6385.5263671875,47.157752990722656,37,0.0016059027777777777,0.0003,6048.0,0.14541278779506683,0.9994422197341919,0.02290443331003189
85,6221.34375,46.25112533569336,37,0.0016059027777777777,0.0003,5888.0,0.14910279214382172,0.9994646906852722,0.022904636338353157
86,5974.0673828125,44.78153610229492,38,0.0016493055555555556,0.0003,5728.0,0.14600135385990143,0.9994696974754333,0.022903524339199066
87,5836.93505859375,43.59293746948242,35,0.0015190972222222222,0.0003,5632.0,0.142447829246521,0.9994577169418335,0.02290477231144905
88,5783.7802734375,42.58910369873047,34,0.0014756944444444444,0.0003,5600.0,0.14627490937709808,0.999495267868042,0.022881554439663887
89,5566.12060546875,41.283660888671875,32,0.001388888888888889,0.0003,5440.0,0.144203782081604,0.9995608925819397,0.0210117194801569
90,5425.5927734375,40.56147003173828,33,0.0014322916666666666,0.0003,5312.0,0.14755131304264069,0.9996070265769958,0.020912904292345047
91,5241.8857421875,39.13221740722656,35,0.0015190972222222222,0.0003,5184.0,0.14264483749866486,0.9996532201766968,0.019894573837518692
92,5122.6494140625,38.39606475830078,35,0.0015190972222222222,0.0003,5088.0,0.14555639028549194,0.9996811151504517,0.019860437139868736
93,5034.15234375,37.147193908691406,35,0.0015190972222222222,0.0003,5056.0,0.14211714267730713,0.9996933937072754,0.019860416650772095
94,4888.876953125,36.08636474609375,32,0.001388888888888889,0.0003,4928.0,0.14208120107650757,0.9996924996376038,0.0198601633310318
95,4776.7421875,35.30170822143555,30,0.0013020833333333333,0.0003,4864.0,0.14414562284946442,0.9997104406356812,0.01985991932451725
96,4634.146484375,34.34421920776367,35,0.0015190972222222222,0.0003,4736.0,0.13871197402477264,0.9997367858886719,0.019845779985189438
97,4565.193359375,33.363433837890625,35,0.0015190972222222222,0.0003,4704.0,0.1415247619152069,0.9997658729553223,0.018783053383231163
98,4433.88818359375,32.70160675048828,34,0.0014756944444444444,0.0003,4576.0,0.14217978715896606,0.9998046159744263,0.018719805404543877
99,4319.8916015625,31.922483444213867,32,0.001388888888888889,0.0003,4480.0,0.14108869433403015,0.9998393058776855,0.01756979338824749
100,4180.32666015625,31.064716339111328,31,0.001345486111111111,0.0003,4384.0,0.1430562436580658,0.999871015548706,0.01752210594713688
101,4069.7041015625,30.313499450683594,30,0.0013020833333333333,0.0003,4288.0,0.14237619936466217,0.9999077916145325,0.016286799684166908
102,4035.64794921875,29.52681541442871,32,0.001388888888888889,0.0003,4288.0,0.13778576254844666,0.999929666519165,0.01625300571322441
103,3873.63330078125,28.990230560302734,34,0.0014756944444444444,0.0003,4128.0,0.13999396562576294,0.9999545812606812,0.016251802444458008
104,3804.8798828125,28.315519332885742,27,0.001171875,0.0003,4064.0,0.13946059346199036,0.9999619722366333,0.016251670196652412
105,3720.131591796875,27.60879135131836,26,0.0011284722222222221,0.0003,4000.0,0.14100876450538635,0.9999727010726929,0.016251467168331146
106,3622.43115234375,26.918926239013672,27,0.001171875,0.0003,3920.0,0.13900308310985565,0.9999890327453613,0.016251306980848312
107,3551.0947265625,26.26305389404297,29,0.0012586805555555556,0.0003,3872.0,0.13776719570159912,0.9999960660934448,0.0162503644824028
108,3464.4423828125,25.65079116821289,30,0.0013020833333333333,0.0003,3792.0,0.13994336128234863,1.0000070333480835,0.016252053901553154
109,3386.10205078125,25.17526626586914,28,0.0012152777777777778,0.0003,3728.0,0.13589824736118317,1.0000277757644653,0.016250215470790863
110,3326.912109375,24.51976776123047,31,0.001345486111111111,0.0003,3680.0,0.13698934018611908,1.0000320672988892,0.01625029370188713
111,3230.11474609375,23.8703670501709,30,0.0013020833333333333,0.0003,3600.0,0.13933038711547852,1.0000357627868652,0.01624893583357334
112,3149.56103515625,23.64056396484375,28,0.0012152777777777778,0.0003,3504.0,0.13521677255630493,1.000044822692871,0.01625034585595131
113,3132.564208984375,22.994291305541992,26,0.0011284722222222221,0.0003,3504.0,0.13966810703277588,1.000062108039856,0.01624959334731102
114,3011.08203125,22.550809860229492,26,0.0011284722222222221,0.0003,3392.0,0.1356198638677597,1.0000758171081543,0.016248933970928192
115,2977.24267578125,21.996238708496094,28,0.0012152777777777778,0.0003,3376.0,0.13463440537452698,1.000069260597229,0.01624971628189087
116,2936.40869140625,21.530675888061523,30,0.0013020833333333333,0.0003,3344.0,0.1349911242723465,1.0001047849655151,0.01624884270131588
117,2878.459716796875,21.16463851928711,28,0.0012152777777777778,0.0003,3280.0,0.14067111909389496,1.0000942945480347,0.016248969361186028
118,2800.56396484375,20.742385864257812,30,0.0013020833333333333,0.0003,3200.0,0.13454598188400269,1.000104308128357,0.0162492785602808
119,2758.02197265625,20.425209045410156,28,0.0012152777777777778,0.0003,3152.0,0.13820317387580872,1.0001111030578613,0.016248801723122597
120,2685.1552734375,20.0499267578125,33,0.0014322916666666666,0.0003,3088.0,0.13676691055297852,1.0001301765441895,0.01624763198196888
121,2655.033203125,19.73554039001465,36,0.0015625,0.0003,3056.0,0.1368190348148346,1.0001169443130493,0.016247905790805817
122,2602.03125,19.199167251586914,35,0.0015190972222222222,0.0003,3024.0,0.13769158720970154,1.0001367330551147,0.016247326508164406
123,2565.76611328125,18.713260650634766,33,0.0014322916666666666,0.0003,3008.0,0.13819172978401184,1.0001444816589355,0.016247369349002838
124,2499.88818359375,18.46355438232422,31,0.001345486111111111,0.0003,2928.0,0.13579830527305603,1.0001499652862549,0.01622888259589672
125,2435.34765625,18.036453247070312,36,0.0015625,0.0003,2864.0,0.13550110161304474,1.000188946723938,0.014868714846670628
126,2396.3671875,17.782180786132812,37,0.0016059027777777777,0.0003,2832.0,0.13333876430988312,1.0002130270004272,0.014849415980279446
127,2364.8916015625,17.456274032592773,39,0.0016927083333333334,0.0003,2800.0,0.13394580781459808,1.0001986026763916,0.0148489810526371
128,2287.624755859375,17.08307647705078,38,0.0016493055555555556,0.0003,2720.0,0.13671451807022095,1.0001940727233887,0.014850289560854435
129,2246.818115234375,16.80909538269043,41,0.0017795138888888889,0.0003,2688.0,0.13672485947608948,1.0002232789993286,0.014848792925477028
130,2201.33740234375,16.324268341064453,41,0.0017795138888888889,0.0003,2656.0,0.13150957226753235,1.0002026557922363,0.014847581274807453
131,2168.731689453125,16.03525161743164,42,0.0018229166666666667,0.0003,2624.0,0.1364150196313858,1.0002139806747437,0.014847931452095509
132,2114.900634765625,15.727575302124023,44,0.0019097222222222222,0.0003,2560.0,0.13218927383422852,1.0002011060714722,0.014847908169031143
133,2081.48046875,15.490457534790039,44,0.0019097222222222222,0.0003,2528.0,0.13464856147766113,1.0002219676971436,0.014849547296762466
134,2035.745361328125,15.02918529510498,44,0.0019097222222222222,0.0003,2496.0,0.1371256560087204,1.0002272129058838,0.014848347753286362
135,1997.62744140625,14.648025512695312,43,0.0018663194444444445,0.0003,2464.0,0.13415145874023438,1.0002427101135254,0.014847302809357643
136,1964.547119140625,14.612432479858398,38,0.0016493055555555556,0.0003,2416.0,0.13697297871112823,1.0002259016036987,0.014847750775516033
137,1919.7919921875,14.14617919921875,32,0.001388888888888889,0.0003,2384.0,0.13374227285385132,1.0002515316009521,0.014848276041448116
138,1869.109375,13.914060592651367,33,0.0014322916666666666,0.0003,2320.0,0.13678403198719025,1.0002492666244507,0.014827166683971882
139,1830.9178466796875,13.521003723144531,33,0.0014322916666666666,0.0003,2304.0,0.13430769741535187,1.000300645828247,0.013316885568201542
140,1804.7034912109375,13.292586326599121,35,0.0015190972222222222,0.0003,2272.0,0.13475918769836426,1.0003019571304321,0.01330388244241476
141,1742.4964599609375,13.00583267211914,32,0.001388888888888889,0.0003,2192.0,0.13596582412719727,1.0003056526184082,0.01330480445176363
142,1719.279296875,12.803080558776855,33,0.0014322916666666666,0.0003,2176.0,0.13522356748580933,1.0003118515014648,0.013305054977536201
143,1685.558349609375,12.483524322509766,34,0.0014756944444444444,0.0003,2144.0,0.1330970823764801,1.000306487083435,0.013304166495800018
144,1643.523193359375,12.236745834350586,36,0.0015625,0.0003,2096.0,0.1360909342765808,1.0003355741500854,0.013281932100653648
145,1606.654052734375,11.833051681518555,38,0.0016493055555555556,0.0003,2080.0,0.12968385219573975,1.000365972518921,0.011568953283131123
146,1572.4212646484375,11.690628051757812,39,0.0016927083333333334,0.0003,2040.0,0.1373285949230194,1.0003918409347534,0.011555611155927181
147,1549.426025390625,11.444377899169922,38,0.0016493055555555556,0.0003,2024.0,0.1324646919965744,1.0003734827041626,0.011556841433048248
148,1505.8232421875,11.225336074829102,36,0.0015625,0.0003,1976.0,0.12956026196479797,1.0004031658172607,0.011556893587112427
149,1478.25439453125,10.963400840759277,33,0.0014322916666666666,0.0003,1952.0,0.1334860920906067,1.0004124641418457,0.011554566211998463
150,1454.64453125,10.697637557983398,30,0.0013020833333333333,0.0003,1928.0,0.13488870859146118,1.0004096031188965,0.011553497985005379
151,1420.850341796875,10.38250732421875,31,0.001345486111111111,0.0003,1904.0,0.1328280121088028,1.0003917217254639,0.011555559933185577
152,1397.151123046875,10.28464126586914,32,0.001388888888888889,0.0003,1872.0,0.13380229473114014,1.0004202127456665,0.011555292643606663
153,1338.754638671875,9.979620933532715,33,0.0014322916666666666,0.0003,1808.0,0.13235338032245636,1.000434398651123,0.011553832329809666
154,1328.98095703125,9.840605735778809,31,0.001345486111111111,0.0003,1800.0,0.13567563891410828,1.0004156827926636,0.011552883312106133
155,1290.82373046875,9.552265167236328,32,0.001388888888888889,0.0003,1760.0,0.13020384311676025,1.0004135370254517,0.011553202755749226
156,1270.96728515625,9.543041229248047,32,0.001388888888888889,0.0003,1736.0,0.1342553049325943,1.000420093536377,0.011552566662430763
157,1243.34375,9.196301460266113,35,0.0015190972222222222,0.0003,1712.0,0.13265575468540192,1.0004384517669678,0.01155256200581789
158,1205.41845703125,9.032995223999023,39,0.0016927083333333334,0.0003,1664.0,0.1336263120174408,1.0004280805587769,0.011551965028047562
159,1178.609130859375,8.731810569763184,39,0.0016927083333333334,0.0003,1648.0,0.12845908105373383,1.0004355907440186,0.011553490534424782
160,1165.6082763671875,8.660310745239258,39,0.0016927083333333334,0.0003,1632.0,0.13137571513652802,1.0004369020462036,0.011553037911653519
161,1132.8609619140625,8.422453880310059,41,0.0017795138888888889,0.0003,1592.0,0.13026276230812073,1.0004582405090332,0.011552452109754086
162,1105.700439453125,8.184152603149414,40,0.001736111111111111,0.0003,1568.0,0.1323576271533966,1.0004500150680542,0.011552496813237667
163,1080.207763671875,7.986140251159668,39,0.0016927083333333334,0.0003,1536.0,0.1341239959001541,1.0004703998565674,0.011552593670785427
164,1067.5550537109375,7.871752738952637,39,0.0016927083333333334,0.0003,1528.0,0.1303422749042511,1.0004738569259644,0.011552165262401104
165,1038.3250732421875,7.695804595947266,38,0.0016493055555555556,0.0003,1496.0,0.12892422080039978,1.0004669427871704,0.01155170239508152
166,1019.7433471679688,7.527022838592529,38,0.0016493055555555556,0.0003,1480.0,0.13295525312423706,1.0004814863204956,0.01155157946050167
167,992.314697265625,7.370062828063965,39,0.0016927083333333334,0.0003,1448.0,0.13099424540996552,1.0004863739013672,0.0115515673533082
168,961.966064453125,7.163863658905029,38,0.0016493055555555556,0.0003,1416.0,0.13151270151138306,1.0004994869232178,0.011551993899047375
169,945.3732299804688,7.059869289398193,37,0.0016059027777777777,0.0003,1392.0,0.1310707926750183,1.000493049621582,0.011551468633115292
170,920.7860717773438,6.850614547729492,40,0.001736111111111111,0.0003,1368.0,0.1312858611345291,1.0005005598068237,0.011552576906979084
171,901.787841796875,6.681163787841797,44,0.0019097222222222222,0.0003,1352.0,0.12831412255764008,1.0005120038986206,0.011551768518984318
172,882.23779296875,6.538810729980469,43,0.0018663194444444445,0.0003,1328.0,0.1311989724636078,1.000517725944519,0.011552396230399609
173,868.0799560546875,6.425633430480957,41,0.0017795138888888889,0.0003,1312.0,0.13191740214824677,1.0005292892456055,0.011551879346370697
174,835.8516845703125,6.343148708343506,41,0.0017795138888888889,0.0003,1272.0,0.1272091418504715,1.0005276203155518,0.011552058160305023
175,828.7159423828125,6.09455680847168,43,0.0018663194444444445,0.0003,1264.0,0.13239745795726776,1.0005320310592651,0.011552874930202961
176,804.063720703125,5.945562362670898,43,0.0018663194444444445,0.0003,1240.0,0.1291402280330658,1.000544548034668,0.011553065851330757
177,788.4415283203125,5.851747512817383,43,0.0018663194444444445,0.0003,1216.0,0.1300196349620819,1.000551700592041,0.011552736163139343
178,763.5587768554688,5.675182342529297,44,0.0019097222222222222,0.0003,1192.0,0.13108623027801514,1.0005626678466797,0.01155264675617218
179,756.7323608398438,5.566049575805664,43,0.0018663194444444445,0.0003,1184.0,0.1303001493215561,1.0005580186843872,0.01155269518494606
180,739.7218627929688,5.495908737182617,40,0.001736111111111111,0.0003,1160.0,0.1301679015159607,1.0005621910095215,0.011552458629012108
181,718.906982421875,5.337613105773926,39,0.0016927083333333334,0.0003,1136.0,0.1327841877937317,1.0005662441253662,0.011552983894944191
182,702.0054931640625,5.272540092468262,39,0.0016927083333333334,0.0003,1120.0,0.13354602456092834,1.0005748271942139,0.011552068404853344
183,687.4293212890625,5.17270565032959,39,0.0016927083333333334,0.0003,1096.0,0.13381856679916382,1.0005860328674316,0.01155159343034029
184,669.11474609375,4.9628472328186035,40,0.001736111111111111,0.0003,1080.0,0.13085819780826569,1.000571370124817,0.011552279815077782
185,661.1034545898438,4.876312732696533,40,0.001736111111111111,0.0003,1072.0,0.13072068989276886,1.0005830526351929,0.011552724055945873
186,642.283447265625,4.733889579772949,42,0.0018229166666666667,0.0003,1048.0,0.12717963755130768,1.0005844831466675,0.011553443968296051
187,623.9300537109375,4.654116630554199,42,0.0018229166666666667,0.0003,1020.0,0.13116946816444397,1.000603199005127,0.01155267283320427
188,612.4558715820312,4.568340301513672,42,0.0018229166666666667,0.0003,1008.0,0.13113996386528015,1.0006029605865479,0.011553261429071426
189,595.39794921875,4.431815147399902,41,0.0017795138888888889,0.0003,988.0,0.12786594033241272,1.0005955696105957,0.01155295129865408
